name,state,street,lon,lat,formatted,categories,No_column
فندق شيراتون القاهرة,Giza,Al Nil Street,31.219947099084294,30.0390204,"Sheraton Cairo Hotel & Casino, Al Nil Street, Dokki, Cairo, 12612, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation', 'wheelchair', 'wheelchair.yes']"
نوفوتيل,Cairo,Al Gezira Street,31.226611500212606,30.04454415,"Novotel Hotel Cairo El Borg, Al Gezira Street, Boulak, 11111, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']"
Sheraton Dreamland,31.056296296804078,29.965059149742878,"['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']"
فندق أوروبا,Cairo,Yaser Rezq Axis,31.27472578466356,30.0211476,"Europe Hotel, Yaser Rezq Axis, Mokattam, Cairo, 11699, Egypt","['accommodation', 'accommodation.hotel']"
Royal Residence Hotel Suites & Apartments,Cairo,Street 18,31.26929595,29.958415799999997,"Royal Residence Hotel Suites & Apartments, 11 Street 18, Cairo, 11728, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']"
سوبك,Faiyum,Evelyn Street,30.495923689577936,29.396191700000003,"Sobek Lodge, Evelyn Street, Youssef Al Sediq City, Egypt","['accommodation', 'accommodation.hotel']"
فندق أوبرج الفيوم,Faiyum,Qaroun Lake Road,30.77030503052559,29.468862450000003,"Helnan Auberge El Fayoum Hotel, Qaroun Lake Road, Minshat Sinurus, Al-Wayet Shakshuk, Egypt","['accommodation', 'accommodation.hotel']"
فندق أم كلثوم,Cairo,Ibn Al Nabeyh Street,31.2159286,30.0645602,"Om Kalthoom Hotel, Ibn Al Nabeyh Street, Al-Sabtiyya, 11568, Egypt","['accommodation', 'accommodation.hotel', 'wheelchair', 'wheelchair.limited']"
فندق إيزيس,Cairo,Gamal Selim Street,31.329618741657697,30.03951955,"Isis Hotel, Gamal Selim Street, Nasr City, Cairo, 11717, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation', 'building.commercial']"
بنسيون روما,Cairo,Mohamed Farid Street,31.244547,30.0515136,"Pension Roma, Mohamed Farid Street, Al-Azbakeya, Cairo, 42801, Egypt","['accommodation', 'accommodation.hotel']"
النبيلة,Giza,Al Falouga Street,31.207761148308137,30.05909705,"النبيلة, Al Falouga Street, El Agouza, Giza, 12654, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']"
جراند حيات,Cairo,Abd Al Aziz Al Seoud Bridge,31.2276294,30.0348063,"Grand Hyatt, Abd Al Aziz Al Seoud Bridge, Al Manyal, Cairo, 11111, Egypt","['accommodation', 'accommodation.hotel']"
أوديون,Cairo,Passage Abd Al Hamid Said,31.23863299332007,30.05055255,"Odeon, Passage Abd Al Hamid Said, Bab al Luq, Cairo, 11956, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation', 'building.residential', 'wheelchair', 'wheelchair.yes']"
فندق مايفير,Cairo,Al Aziz Othman Street,31.221005050000002,30.059424,"Mayfair Hotel, 9 Al Aziz Othman Street, Al-Sabtiyya, 11568, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']"
Continental Hotel (OLD),Cairo,Continental Passage,31.246333711117344,30.05180315,"Continental Hotel (OLD), Continental Passage, Al-Azbakeya, Cairo, 11574, Egypt","['accommodation', 'accommodation.hotel']"
غولدن توليب فلامينكو,Cairo,Abou Al feda Street,31.215990432475472,30.0658824,"Golden Tulip Flamenco Hotel, 11 Abou Al feda Street, Al-Sabtiyya, 11568, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']"
شهرزاد,Giza,Kornish Al Nil Street,31.2154322,30.056728,"Shehrazad, Kornish Al Nil Street, El Agouza, Giza, 12654, Egypt","['accommodation', 'accommodation.hotel']"
The Shepherd Hotel,Cairo,Abd Al Qader Hamza Street,31.23173468147065,30.042141049999998,"The Shepherd Hotel, Abd Al Qader Hamza Street, Bab al Luq, Cairo, 11519, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",[]
هوتيل بالاس,Faiyum,Al Horeya Street,30.8437023,29.3081066,"Palace Hotel, Al Horeya Street, Forth District, 63519, Egypt","['accommodation', 'accommodation.hotel']"
دلتا الأهرام,Giza,Al Horeya Alley,31.1370932,29.9913026,"Delta Pyramids, Al Horeya Alley, Kom al Akhdar, Remaya Square, 12512, Egypt","['accommodation', 'accommodation.hotel']"
كرلتون,Cairo,Al Borsa Street,31.24113004720932,30.0531726,"Roof Carlton, Al Borsa Street, Al-Azbakeya, Cairo, 11574, Egypt","['accommodation', 'accommodation.hotel', 'catering', 'catering.bar']"
indiana Hôtel,Giza,Adel Hussein Rostom Street,31.217195548916898,30.0435449,"indiana Hôtel, 18 Adel Hussein Rostom Street, Dokki, Giza, 12611, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",[]
Sara Inn,Cairo,Al Bostan Al Saedi Street,31.2390760904848,30.04661835,"Sara Inn, 1 Al Bostan Al Saedi Street, Abdin, Cairo, 11513, Egypt","['accommodation', 'accommodation.hotel']"
Amin Hotel,Cairo,Al Falaky Street,31.23967576355176,30.04534915,"Amin Hotel, 34 Al Falaky Street, Abdin, Cairo, 11513, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",[]
Capital Hotel,Cairo,Bhler Passage,31.239768249999997,30.04824275,"Capital Hotel, 1 Bhler Passage, Abdin, Cairo, 11513, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",[]
Gresham,Cairo,Maarouf Street,31.239277278795484,30.049118,"Gresham, Maarouf Street, Bab al Luq, Cairo, 11956, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']"
Tonsy Hotel,Giza,Al Tahrir Street,31.218019114495377,30.039480599999997,"Tonsy Hotel, 147 Al Tahrir Street, Dokki, Giza, 12612, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation', 'building.office']",[]
فندق الأهرامات الثلاثة,Giza,Mohamed Salem Street,31.1763862,29.999636,"Barcelo Cairo Pyramides, Mohamed Salem Street, Giza, 12111, Egypt","['accommodation', 'accommodation.hotel']"
Gawharet Al Ahram Hotel,Giza,Om Al Abtaal Square,31.15443360628238,29.9912609,"Gawharet Al Ahram Hotel, Om Al Abtaal Square, Kom al Akhdar, Giza, 12574, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",[]
موفنبيك القاهرة - مدينة الانتاج الاعلامي,Giza,Al Wahat Road,31.0207595,29.9632295,"Movenpick Hotel - Media Production City, Al Wahat Road, Gardina Park valley, 6th of October, 12585, Egypt","['accommodation', 'accommodation.hotel']"
مركور كايرو لو سفينكس,Giza,"Cairo, Alexandria Desert Road",31.1281259,29.9904964,"Mercure Cairo Le Sphinx, Cairo, Alexandria Desert Road, Remaya Square, 12559, Egypt","['accommodation', 'accommodation.hotel']"
Pharaohs,Giza,Lotfi Hasouna Street,31.2185122,30.0422436,"Pharaohs, Lotfi Hasouna Street, Dokki, Giza, 12611, Egypt","['accommodation', 'accommodation.hotel']"
Pharoah Egypt Hotel,Giza,Omar Tousoun Street,31.207506791799005,30.06264385,"Pharoah Egypt Hotel, Omar Tousoun Street, Meet Okba, Giza, 12658, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",[]
Safir Hotel,Giza,Refaah Street,31.213403,30.0351353,"Safir Hotel, Refaah Street, Dokki, Giza, 12612, Egypt","['accommodation', 'accommodation.hotel']",[]
Sakkara Country Club,Giza,"Zaweya Abou Moslem, Saqara Road",31.185601,29.9140543,"Sakkara Country Club, Zaweya Abou Moslem, Saqara Road, Abu Sir, 12947, Egypt","['accommodation', 'accommodation.hotel']",[]
King Hotel,Giza,Abd Al Rahim Sabry Street,31.214383,30.0409859,"King Hotel, Abd Al Rahim Sabry Street, Dokki, Giza, 12611, Egypt","['accommodation', 'accommodation.hotel']",[]
شيراتون دريم لاند,Giza,Al Wahat Road,31.0212474,29.9651096,"Sheraton Dreamland Hotel & Conference Center, Al Wahat Road, Gardina Park valley, 6th of October, 12585, Egypt","['accommodation', 'accommodation.hotel']"
Tiap Hous,Giza,Mohamed Khalaf Street,31.2140328,30.0416081,"Tiap Hous, Mohamed Khalaf Street, Dokki, Giza, 12611, Egypt","['accommodation', 'accommodation.hotel']",[]
Nouran,Giza,Mohamed Khalaf Street,31.2141061,30.0400118,"Nouran, Mohamed Khalaf Street, Dokki, Giza, 12611, Egypt","['accommodation', 'accommodation.hotel']"
star plaza guest house,Giza,Doctor Michael Bakhum Street,31.2055397,30.0391947,"star plaza guest house, Doctor Michael Bakhum Street, Dokki, Giza, 12311, Egypt","['accommodation', 'accommodation.hotel']",[]
My home,Giza,Ammar Ibn Yaser Street,31.1797531,30.0930635,"My home, Ammar Ibn Yaser Street, Bashteel Al-Balad, 12976, Egypt","['accommodation', 'accommodation.hotel']",[]
سماح,Faiyum,Qaroun Street,30.8422466,29.3138776,"Grace, Qaroun Street, Second Darb Al Tabakhin, 63514, Egypt","['accommodation', 'accommodation.hotel']"
قاعة المؤتمرات,Bani Sweif,Ring Road,31.1148876,29.0734481,"Conference Hall, Ring Road, Al Gezira Bahary, 62515, Egypt","['accommodation', 'accommodation.hotel']"
HolydIes,Giza,Side Gamaa Al Doul Al Arabiya Street,31.2074897,30.059221,"HolydIes, Side Gamaa Al Doul Al Arabiya Street, El Agouza, Giza, 12654, Egypt","['accommodation', 'accommodation.hotel']"
دار المركبات,Cairo,Al Seka Al Baida' Street,31.2878045,30.0648749,"دار المركبات, Al Seka Al Baida' Street, Cairo, 11535, Egypt","['accommodation', 'accommodation.hotel']"
فندق لاڤي,Cairo,Talaat Harb Street,31.2418231,30.0525959,"Lavie Hotel, Talaat Harb Street, Bab al Luq, Cairo, 11956, Egypt","['accommodation', 'accommodation.hotel']"
Lavie Hotel,Cairo,26th July Street,31.241769,30.0526148,"Lavie Hotel, 26th July Street, Al-Azbakeya, Cairo, 11574, Egypt","['accommodation', 'accommodation.hotel']"
لي لي,Cairo,Sherif Pasha Street,31.2424756,30.0525168,"Ly ly, Sherif Pasha Street, Al-Azbakeya, Cairo, 11956, Egypt","['accommodation', 'accommodation.hotel']"
منزلي مصر,Giza,Gada Street,31.197698,30.0446059,"منزلي مصر, Gada Street, El Mohandesin, Giza, 12615, Egypt","['accommodation', 'accommodation.hotel']"
منتجع الاسيوطي سبورت,Faiyum,"Cairo, Asyout Western Desert Road",31.1139152,29.4017341,"منتجع الاسيوطي سبورت, Cairo, Asyout Western Desert Road, Egypt","['accommodation', 'accommodation.hotel']"
فندق ميركور,Giza,Al Haram Street,31.1337285,29.986834,"فندق ميركور, Al Haram Street, Kom al Akhdar, Remaya Square, 12512, Egypt","['accommodation', 'accommodation.hotel']"
pyramids family inn,Giza,Al Salam Street,31.1437447,29.9775111,"pyramids family inn, 2 Al Salam Street, Kom al Akhdar, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel']",[]
pyramids Overlook Inn,31.140340100000003,29.975785999741912,"['accommodation', 'accommodation.hotel']"
هوليداي ان,Cairo,Kornish Al Nil Street,31.2478985,29.9606675,"Holiday Inn, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['accommodation', 'accommodation.hotel', 'internet_access']"
Atlantis Pyramids Inn,Giza,Bni Sofyan Street,31.1401736,29.9759431,"Atlantis Pyramids Inn, 4 Bni Sofyan Street, Kom al Akhdar, Giza, 12557, Egypt","['accommodation', 'accommodation.hotel', 'internet_access']"
Pyramids plateau inn,Giza,Abou Al Houl Al Syahi Western Street,31.141815,29.9760233,"Pyramids plateau inn, 2 Abou Al Houl Al Syahi Western Street, Kom al Akhdar, Giza, 12557, Egypt","['accommodation', 'accommodation.hotel', 'internet_access']"
The Shepherd Hotel,Cairo,Abd Al Qader Hamza Street,31.231877,30.0420866,"The Shepherd Hotel, Abd Al Qader Hamza Street, Bab al Luq, Cairo, 11519, Egypt","['accommodation', 'accommodation.hotel', 'tourism', 'tourism.sights']",[]
Le Riad Hotel de Charme,Cairo,Atafet Borgwan,31.2617601,30.0521855,"Le Riad Hotel de Charme, Atafet Borgwan, El-Gamaliyya, Cairo, 11681, Egypt","['accommodation', 'accommodation.hotel']",[]
شهاب,Cairo,Al Moshir Ahmed Ismail Street,31.3753113,29.8382924,"Home, Al Moshir Ahmed Ismail Street, Cairo, 11798, Egypt","['accommodation', 'accommodation.hotel']"
صبحي,Giza,Mahmoud Abd Al Rahman Street,31.1855018,30.0845709,"صبحي, Mahmoud Abd Al Rahman Street, Bashteel Al-Balad, 12976, Egypt","['accommodation', 'accommodation.hotel']"
شهاب,Cairo,Al Moshir Ahmed Ismail Street,31.3752231,29.8383088,"Sheehab, Al Moshir Ahmed Ismail Street, Cairo, 11798, Egypt","['accommodation', 'accommodation.hotel']"
نهر النيل,Cairo,Kornish Al Nil Street,31.2501664,29.9570684,"نهر النيل, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['accommodation', 'accommodation.hotel', 'man_made', 'man_made.water_tower', 'tourism.sights']"
الخولي,Cairo,Al Moshir Ahmed Ismail Street,31.3754239,29.8385368,"الخولي, Al Moshir Ahmed Ismail Street, Cairo, 11798, Egypt","['accommodation', 'accommodation.hotel']"
"Marriott Mena House, Cairo",Giza,"Cairo, Alexandria Desert Road",31.1327491,29.9858579,"Marriott Mena House, Cairo, 6 Cairo, Alexandria Desert Road, Giza, 12556, Egypt","['accommodation', 'accommodation.hotel']"
The St. Regis Cairo,Cairo,Kornish Al Nil Street,31.227601,30.0630181,"The St. Regis Cairo, 1189 Kornish Al Nil Street, Al-Sabtiyya, Cairo, 11624, Egypt","['accommodation', 'accommodation.hotel']"
جوهرة الهرم,Giza,Al Haram Street,31.154173,29.9913412,"Gawharet Al Ahram, Al Haram Street, Kom al Akhdar, Giza, 12574, Egypt","['accommodation', 'accommodation.hotel']"
Royal pyramids Inn,Giza,Al Al Farazdq Street,31.1414565,29.9740365,"Royal pyramids Inn, 5 Al Al Farazdq Street, Nazlet al Batran, Giza, 12557, Egypt","['accommodation', 'accommodation.hotel']",[]
Pyramids View apartment,Giza,Yehya Abd Al Naby Street,31.1415906,29.9742409,"Pyramids View apartment, 6 Yehya Abd Al Naby Street, Nazlet al Batran, Giza, 12557, Egypt","['accommodation', 'accommodation.hotel']",[]
Pyramids Inn,Giza,Ibn Touloun Street,31.1438038,29.9727205,"Pyramids Inn, 12 Ibn Touloun Street, Nazlet al Batran, Giza, 12557, Egypt","['accommodation', 'accommodation.hotel']",[]
Le Riad Pyramids Hotel,Giza,Rowda Al Ahram Street,31.1308122,29.9906676,"Le Riad Pyramids Hotel, Rowda Al Ahram Street, Remaya Square, 12512, Egypt","['accommodation', 'accommodation.hotel']",[]
مارفل ستون هوتل,Giza,Zuqaq Garir,31.1415167,29.9749036,"Marvel Stone Hotel, Zuqaq Garir, Nazlet al Batran, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel']"
Pyramids Loft Guesthouse,Giza,Al Salam Street,31.1435767,29.975948,"Pyramids Loft Guesthouse, Al Salam Street, Kom al Akhdar, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel']",[]
City Hostel,Cairo,Al Gnena Street,31.2481125,30.0537395,"City Hostel, Al Gnena Street, Al-Azbakeya, Cairo, 11668, Egypt","['accommodation', 'accommodation.hotel']",[]
Freedom Hostel (Good address),Cairo,Bank Masr Street,31.2426495,30.0483467,"Freedom Hostel (Good address), Bank Masr Street, Bab al Luq, Cairo, 42801, Egypt","['accommodation', 'accommodation.hotel']",[]
Gresham Hotel,Cairo,Talaat Harb Street,31.2387148,30.0485745,"Gresham Hotel, 22 Talaat Harb Street, Bab al Luq, Cairo, 11519, Egypt","['accommodation', 'accommodation.hotel', 'internet_access', 'internet_access.free']"
Tahrir Plaza Suites Hotel,Cairo,Merit Pasha Street,31.2348627,30.0486474,"Tahrir Plaza Suites Hotel, 19 Merit Pasha Street, Bab al Luq, Cairo, 11519, Egypt","['accommodation', 'accommodation.hotel']",[]
